"Data Source","World Development Indicators",

"Last Updated Date","2016-04-11",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Belgium","BEL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13477829593","15704395243","16346161208","15375807398","18197887754","20958529240","23385203121","23738808555","25185339614","28302042123","29552842926","31948749412","34680646884","36503921134","41673751056","43698592018","",
"Benin","BEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15305","148538","14093","14813","297865","21078","14905","24452","50971","228291","490789","829993","135491","202121","810987","549020","3909428","",
"Burkina Faso","BFA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172258","445361","2487441","1145352","1502311","1056535","2064834","653222","1282039","2397221","5708913","","1869252","231380","258159","2864513","2552612","","13894791","13333668","",
"Bangladesh","BGD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4005721","5837385","3408766","3035062","345012","1335012","928701","1939473","265612","3488515","","10591240","9126275","6571088","14958984","15967424","27624176","23480859","133700302","58908946","37952009","31530160","39378724","","","","",
"Bulgaria","BGR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113391231","113063685","79629580","67230302","78619198","89940248","146746565","220010271","251557237","331842164","492315052","614618711","754677723","709153582","802458914","1015453449","982455482","1127909384","1079617724","",
"Bahrain","BHR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5760544","16248895","24337685","","","","217021","61808","51347","706072","445176","407033","329821","487802","37433131","295469","964226","1619723","6695609","18873835","46729049","",
"Bahamas, The","BHS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","8059253","1340953","7208849","586422","2312792","0","0","666","727334","300","0","76","3454","0","0","0","0","",
"Bosnia and Herzegovina","BIH","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10132143","17005162","28055487","46146287","56222543","133149252","78689990","70648090","102729055","77945331","80264967","91727882","",
"Belarus","BLR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206808991","156755982","182809700","206087500","217841300","231850900","227388400","224373500","277732200","358219800","418870600","319054500","406565000","510644600","620056400","766682600","660475200","",
"Belize","BLZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","250","0","0","0","509","918827","4","166","90","12169","62","2400","685987","9617","4424","13109","","268516","","0","0","",
"Bermuda","BMU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488596","2627023","2491211","",
"Bolivia","BOL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6453859","5369799","10911312","27424049","66483465","14850276","168718061","295989143","157943329","37717524","14914562","20959955","27811000","27275120","96497620","15413394","17442409","14815916","37069777","48204595","52913604","44104415","33144149","",
"Brazil","BRA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1165537040","1053130596","902232511","1007316541","900231944","1097107002","1207552572","1575297205","2121994924","2609822218","3394695876","5990406897","6056632979","5223572467","4514943803","5953916611","8031342096","8418095630","9076353529","10285555636","7896042718","8121872800","8414889217","8820260626","8391851904","8228775226","",
"Barbados","BRB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14821782","16181483","16428115","18256354","16632886","20106861","23309677","27170045","22340068","19077539","12765733","13343863","12900277","21716027","25169271","12923375","5505582","11355774","18332852","21207630","19711310","21254959","24928712","",
"Brunei Darussalam","BRN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39322","","","11992243","22384796","","","53","321","977","25239183","","16386077","","","","","","65481453","53165101","55449872","",
"Bhutan","BTN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233786","","","","","","","5332666","10506554","1941205","9426","439945","394616","272","58575","","","",
"Botswana","BWA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12621851","5823501","12780910","14759407","12524242","16535910","15049990","15946359","20963734","24375930","14725119","44536509","61114300","24724995","16518448","",
"Central African Republic","CAF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312121","82962","242868","161960","131626","186866","105276","44715","473089","15491","26884","41334","19255","133540","213932","7456","897373","477838","1394","134458","1325","","",
"Canada","CAN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7261374501","8343848041","10122181560","11804295892","11782688909","12304804428","14171258026","17738028951","19770469707","20981304803","21837723842","23792681720","32917189684","26883195443","22536924400","22651716240","21526068655","25351657258","26734980308","26310508820","26911377699","23210217037","23963441244","25017006457","29087234635","29197009108","31552262953","",
"Central Europe and the Baltics","CEB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1697069147","3017265260","3637543337","6122015121","8177116420","9086665832","11990367974","12819672904","16534326106","20551771568","28950414328","31316820407","37728115960","44309329967","54583799693","47739472208","57632243707","69024211983","62158661419","65585870366","69246136700","",
"Switzerland","CHE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7479784332","7541571051","9277551820","8912296199","9774985529","9230687861","10344088045","13037734712","13274704634","12722195113","14136393182","16163556375","15866413327","17147574973","19694009164","23085157546","26652824516","28272674039","31113885408","35285033968","42508223136","39308607780","42679710697","50124292139","50098542757","53294077946","55906710140","",
"Channel Islands","CHI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43686338","22770565","31055536","35694530","40044592","69932440","80429725","84401642","92360782","83718924","99129968","105903451","110617464","168562236","265703543","415258316","483239465","571705344","599123429","393889979","486839755","507252702","503029330","507843689","658843080","",
"China","CHN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4303337959","5247285176","8258761488","13057348532","15821972754","20477372330","24639526471","29598065891","41735539452","49409510874","69226431383","108669366006","163006978639","215928412864","273131515794","302773296976","340117842217","309600892370","406089687684","457106558431","505645680350","560058333865","558605991980","",
"Cote d'Ivoire","CIV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5527551","4016448","42136266","37373832","70221917","14925013","22898042","24513270","41554103","168098612","156212843","174798333","145012961","137671782","125503542","35470464","155140853","91583887","38666706","72379188","",
"Cameroon","CMR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5652459","","","","","3202883","2475320","1576955","","","825496","903332","1001075","3366269","1798651","1684940","2967180","11281067","9773801","7758715","14232013","26918157","14790526","","26702495","",
"Congo, Rep.","COG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1197841","3158121","3769879","","","","","","","","","","","","13531025","53924412","83028009","78784932","76127630","42207351","38020954","47798389","",
"Colombia","COL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126543484","151278799","154926322","161681092","233001161","245419779","284163644","306083595","289147492","330564457","349136631","322444561","297321292","352837891","367212256","353802692","341931813","441258332","462355742","425239837","400794305","516973271","735600970","724222055","",
"Comoros","COM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20015","1873","92808","15279","","3051","6228","3156","36783","182","361","2174","","22369","245482","11471","234350","6521","2591","","",
"Cabo Verde","CPV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403305","578892","81378","86560","2969","","","297","0","0","","","","63455","","","331","",
"Costa Rica","CRI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33775275","41977804","29619791","220195579","1188819271","2706840214","1859069412","1071008138","1146424767","1700616695","1309056581","1776832950","2090631242","2530343873","2426063976","1791400685","2193335855","2511568834","2719083321","3065086038","","",
"Caribbean small states","CSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40800027","30906835","54699467","23155880","27127956","53601766","53465395","59294681","106638345","50711755","22396272","44949447","61667408","63406055","88216607","54044536","21423259","29395031","31220034","","","","",
"Cuba","CUB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34725143","33713990","49650365","65999912","55309003","59379541","113378753","248049451","","","","","","","","","",
"Curacao","CUW","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10644271","13945571","12327849","12360399","7568592","8555259","11302634","13359003","7089036","7364499","6497390","3381252","4124725","3723267","7969306","20597078","40480117","59868188","90755752","117524421","103906924","139021756","101643077","43507160","30802956","29195221","",
"Czech Republic","CZE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417095112","509605238","1066292711","1384392842","1564900478","2120501636","2056156946","2175395886","2999276914","5717358878","5927385965","7828890431","8933980026","12080532987","14439623904","17303573135","14251924959","17468785927","23365827816","22007809307","21044498621","23084215820","",
"Germany","DEU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33640391960","37372441256","42467566168","46424896208","48068793864","42605028136","49515002528","60581521064","60953018867","64074551162","71626993528","77188078910","85541568000","90556490000","93577559000","106203323000","135678154000","146388837000","163169386000","153418544000","159811532000","139960752000","158507039742","183371439118","183354358704","193087960652","199826256755","",
"Djibouti","DJI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116611","","","","","","",
"Dominica","DMA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271375","143869","348726","619511","1492000","","1209213","1873565","1510276","1606816","1634465","1752442","1673309","1815465","1196357","77477","0","2757","","1912206","","","",
"Denmark","DNK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2213757474","2405121599","3255151603","3191576923","3587812275","3255458748","4048539560","4663250471","4899835067","5678362296","5648612310","6487722405","6752348446","6904684053","8313257009","8648725467","9971737472","10163186455","10461505789","11177588910","11444550232","10414112654","8113595952","9318396364","8742028850","9255459519","9758841660","",
"Dominican Republic","DOM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","826566","1245349","","","","3663000","174472787","169269218","195423789","416046400","289148358","561963491","171267326","79348496","75808632","90873749","124612748","166882779","193265639","",
"Algeria","DZA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4272717","5676489","1888488","1666312","2440222","4596669","2303648","15510125","21221581","3383607","6421476","11944911","6720100","9039068","10642822","6607471","8441609","4418241","5141641","2407114","2028775","3152281","3308543","",
"East Asia & Pacific (developing only)","EAP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (all income levels)","EAS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","641078230844","","","","","","","","","","","",
"Europe & Central Asia (developing only)","ECA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1541973846","1879836141","2528700965","2581344361","2252246891","3156036405","4216641305","3824119038","5542682047","6922105246","9649651958","8904475583","11424698772","13459534024","13289529975","12862772860","","",
"Europe & Central Asia (all income levels)","ECS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279729752321","306918455314","337036116498","373916085699","414847739757","410829606557","413986880020","454761809621","538262158855","586027098023","668398962131","599425648071","640824552312","556535336437","631923312152","717925439816","706579928760","747629400340","768982903854","",
"Ecuador","ECU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201282","659521","4102221","7628619","10485267","19948986","18314225","20300400","19706691","25025315","26765851","25378146","34604215","41110871","48764989","64252235","96213183","72954851","68174873","51244801","144508135","56609383","52230657","71780677","73045394","",
"Egypt, Arab Rep.","EGY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5575423","7444650","7202642","4320820","3125918","3458267","5590915","12214874","12779142","10008085","13508500","10122569","15833587","5729500","91898811","85283582","96228883","128064020","74587997","70412348","176345548","",
"Euro area","EMU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128595712597","122404057509","141370982120","179064842384","187377110786","204775947886","226693642423","258365019114","287809906686","286705617877","280147481554","318962128546","382698028258","412242348926","446563919936","429639147203","448626471717","391492098116","440151852148","494808225610","492450954060","524795143717","537518709306","",
"Eritrea","ERI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","49","312443","","","","","","","","","","","","",
"Spain","ESP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1986760022","2232767617","2796858758","3512148204","3677184196","3867093705","4750261439","5085672723","5997252786","5649562940","5904284637","6863721807","7028652565","6995216586","7047219322","9032583222","10241789363","10718307882","10367021771","9814385692","10850665236","10156621554","11290317379","13369605149","13378214587","16346453615","15400981205","",
"Estonia","EST","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74313570","125367192","175625692","256959726","274954185","834648934","579557392","372999352","530618896","669725308","847002958","804864963","440670804","490024842","370107710","740821251","1539406627","1238690981","1307614184","1328109627","",
"Ethiopia","ETH","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149657","","179832","79636","56864","58734","71131","74419","124423","3397210","574738","219309","4313989","3583734","5400759","5685177","5201037","5791575","7986999","23602365","",
"European Union","EUU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174070034486","167070853761","194847845955","247654955898","262637848847","290240794541","318171928404","353011769709","392754318649","387289528526","386283998840","422589751230","501704531906","549418607972","627452322048","551956607860","583538945186","504378261625","574988964765","651520822617","636592011280","672900938709","690197806390","",
"Fragile and conflict affected situations","FCS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941653536","1304454842","1667633451","1365398697","1798297635","2159415757","3190700008","4949017845","5516915550","6561501942","8149599309","8481687778","10553011896","9217688264","9119367926","10481672477","10615713224","13752240645","13986615983","13025707405","13505538720","6746780663","5853434235","5357724865","4447572442","3724745015","3961279492","",
"Fiji","FJI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48338","15236252","1007310","12211449","796662","1399589","","","","","","760291","4993452","2338640","2498841","2535348","4419091","2814603","6410354","4628058","4816492","4866445","4886573","2678222","2689877","3246115","",
"France","FRA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19574356251","20920871186","26913884798","30978781293","33338877725","30538363071","34221858989","43018895187","42649162377","48093514933","54664760152","55590460409","58765144272","55540008753","53277217636","57052862496","66065406510","70505675725","81537776323","78821539350","91980274248","82531138981","99735768592","105100995988","108364773852","113250612485","114697237252","",
"Faroe Islands","FRO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16409","22194","","102287","170223","","12623","89799","209177","81567","38295","70646","10941","53616","59464","56156","201446","135174","6422756","346410","","","","","","",
"Micronesia, Fed. Sts.","FSM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16453304","8861831","","16703990","18496664","41382820","44691661","3057052","2385789","4680208","3722310","26820928","20473823","71084576","45508801","42642923","6724020","","","","","","",
"United Kingdom","GBR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28433358028","30671776886","34632244776","34220217696","34872409643","34806807678","41371824547","51570249515","55500782013","61939455250","64898549541","66256158089","71717486091","71648946915","70421457958","63225293365","65966564145","82538262330","119362439325","57564225109","60467765449","47568044646","60172818879","69611885161","67786969582","69223896551","70652924421","",
"Georgia","GEO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1302747","2514746","3781742","22757647","11001340","39961736","46988142","31078742","89154260","75237675","65778042","41072248","20792486","14196325","10602755","10871872","18944703","20109619","25567911","",
"Ghana","GHA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1203175","","","","826215","551888","890903","32355721","3002813","4703931","","7901997","552014","1405467","1378894","4637920","5912804","19208592","7732534","23116796","72508462","59681162","","",
"Guinea","GIN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155815","85455","64983","71532","7991","122908","419478","958","","307553","182074","25653","246031","379343","","","","","862338","3445207","",
"Gambia, The","GMB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408414","104803","65725","204772","30381","5985","144688","4626","692","2036","263","766","10918","18510","0","2105","25179","12721","54418","0","",
"Guinea-Bissau","GNB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4296","","","","","","","","","","","",
"Equatorial Guinea","GNQ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72454415","79343022","103627118","123748650","113440189","162259700","169674275","318330617","347092436","336700010","499339108","574423462","743884634","549956560","686710971","991726383","1070613132","1032319861","1184998759","922549084","1339905494","1195427347","1137094899","1227145814","1026837242","855056995","1209944931","",
"Grenada","GRD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154413","20398","17333","0","162774","5929720","2302","13716420","7828899","667824","45344","21857","4711","1178","7455735","1387798","","","","","","","",
"Greenland","GRL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467591","1300906","626161","490765","603508","674906","413875","394843","1445277","4741182","396571","429482","1314442","461704","7286698","710941","329754","775427","1671548","1642148","465911","253759","12901070","1595781","3226962","897746","199043","",
"Guatemala","GTM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25767627","34338000","51837521","57088171","64420678","60735811","71340784","68673381","70297474","53344371","79615238","89757562","103164427","38408706","122165458","152701972","142728242","205084955","176575043","192509821","197058734","211783122","",
"Guam","GUM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","927000","907000","772233","1179149","1036758","5290491","614146","440074","150579","260532","318332","70726","16102","74105","109036","57503","119359","105393","",
"High income","HIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","667857362696","736801314738","760627950384","839859892126","977029297109","875876909052","867911627044","944873087978","1111668298979","1200491218363","1365560756210","1264533490598","1323878031170","1081842946462","1178387915924","1269798713781","1263712762979","1304053044042","1526830349212","",
"Hong Kong SAR, China","HKG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4719403988","4603952492","4968767716","5762158099","4968315035","5377199226","4854315914","4398188601","5183241596","3716465005","2695530488","1850043538","2143638489","2512414893","1790700509","1411824772","1086000429","870281839","1105610241","805496960","841460390","599663754","192718805476","",
