"Data Source","World Development Indicators",

"Last Updated Date","2016-04-11",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Honduras","HND","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1233128","1718778","1665037","10136156","5054198","8453002","10665119","706711","462166","4262218","2420884","4090081","17333146","7026465","9764676","","15162483","19141806","11395287","34694652","","41817226","",
"Heavily indebted poor countries (HIPC)","HPC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115911027","","","210450990","97700601","96039901","119987610","263341667","307996246","393380030","312646193","326254444","450885643","265580433","909616929","755054020","","","",
"Croatia","HRV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171964501","136315995","164112942","208958409","249370403","287400195","272463933","267915577","279065040","350261678","431998720","542007161","756792464","682293611","670663198","692931234","821420863","679468866","732105959","672543092","761508481","808593307","731324425","",
"Haiti","HTI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9403400","2892751","20159068","21926051","2016328","1529422","221436","344466","1904497","1804714","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279631000","318049000","348125000","590753000","515160000","2647945032","3872353064","4837902000","6429335000","6298108000","7400656000","9653507000","14225440000","13695032000","14995080000","18271149000","20254255000","16918932000","18815936000","20649002000","14878219000","14470677145","12889370773","",
"Indonesia","IDN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101180000","144306712","224574514","493821102","882872278","1375925745","1685982037","2291795910","2611199836","2256518817","2728364531","5774419213","4471258542","5158848176","4680910343","5902813446","6671058414","6034485448","5356419372","5762686044","6038545109","5742569481","5727738147","4962402547","4818332512","4980582046","",
"Isle of Man","IMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402149981","512079481","497829267","604228939","615240858","695836513","959201216","1351219574","1662488967","1685896198","1414828818","1679108273","2062488338","2286511142","2353666770","2710123490","3355934439","4139238100","4876300228","5997790337","7738414135","10728448006","10086626314","12870672544","12434267043","16693424357","17315676298","",
"Not classified","INX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5277076812","6163766530","6841293794","6560803447","7187967196","7894108650","9980720568","14398170640","17371426662","20117197732","23875081160","28523395273","31475030671","34661838788","31754508355","27741124356","30424804143","32873832109","31829122545","28168568620","27795411439","24286812034","21232045267","23751602369","22623281790","21914722722","21260562125","",
"Iran, Islamic Rep.","IRN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2467415","3428472","5825739","12263196","25906125","38053545","50470338","70762119","131544659","402642298","","","","584312861","652571090","","","","",
"Iraq","IRQ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49871","","","","","","","","",
"Iceland","ISL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50934045","7591210","12716528","1846629","3512826","4568090","31697325","34498707","43444895","44803707","36248232","41796665","32424132","27063751","37346356","47248252","67883235","202601661","308466717","774358510","415726899","245695849","141380773","156242917","103588490","93401352","118378747","",
"Israel","ISR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","831381100","998352127","1111523814","1170931771","1366107121","1609097165","2008375805","2719331992","3184663984","3844892960","4259555016","4643183000","4978622000","4438381000","3762003000","4526716000","5440699000","4969659000","5594060000","3065415000","6273377000","7889756000","7978955000","8825592000","9212054000","9634614000","10241482000","",
"Italy","ITA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8109122375","8972598098","11561564013","12192579390","13395858260","12745021733","14116203351","16707949675","17713247341","16118597622","17499991470","17284841625","20110754174","20567853960","20512274447","20757319636","24517923411","25300973541","25884628534","26448137309","28813005956","25027190920","26419456970","31191607345","27525718963","29711962935","30744972831","",
"Jamaica","JAM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","864066","857795","511199","418125","336421","432535","508589","684967","332111","544351","253779","1015546","369660","1135623","878671","1294491","2469638","6256351","3027015","2860387","4075020","4584643","4346223","3341254","",
"Jordan","JOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","886551","7451511","11292868","4914384","7944499","48155615","30195271","","31174411","15081773","48276727","53155024","88645744","49064136","28932292","42689482","34818525","35795070","38553549","42610370","50910351","122342466","115604075","102658495","77614246","80053130","",
"Japan","JPN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60989049406","64898773641","66664122330","73205571786","78431391048","85018158604","96491960318","111839773817","101830878105","104987776060","95491507998","104650392748","128902188246","99456094875","95882192457","107080942266","126245329293","125445486494","129241175242","117857774521","119914965648","95158639780","122102186970","126477503562","123411773351","105075614374","100954836424","",
"Kazakhstan","KAZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89132343","98792008","94832113","97182719","123105702","57336900","48924400","197432500","199962600","281063318","417238046","987630546","1463022217","2250589650","1800083703","2357068062","2587709497","3539236310","3069362578","3321231321","",
"Kenya","KEN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12035968","7062622","7575511","9043643","15855319","18038643","21184002","21893860","20322312","11968910","12612486","17342418","35385237","22053512","16681960","31568222","40458269","82661150","70820567","86215335","99904495","","","72063129","","",
"Kyrgyz Republic","KGZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13028680","30074264","","15065142","3180737","14103800","15983583","5670798","2462464","17222279","3268650","6517071","6908154","11198933","10795009","2360851","9066445","15625774","16771386","","",
"Cambodia","KHM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1095933","957962","3245461","7017878","4200420","3536852","981098","1480818","3200602","8462992","4699613","5139291","9984545","16145811","","",
"Kiribati","KIR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15388","137863","492613","458632","","238384","2648","","",
"St. Kitts and Nevis","KNA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512321","378165","21507","39203","160867","","31602","135540","45472","16010","202018","19418","193968","107898","291175","172089","6599","301723","36481","","","","",
"Korea, Rep.","KOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8978416050","10286594006","10936004210","12868946426","14019224634","15453309549","20181271871","29786279100","27660192582","31502015863","30934317183","41376160119","54332601071","40358480791","46935938530","57458125461","76117485438","83907322830","93351820238","101031976659","100908572021","92855647821","121478141990","122021442532","121312606727","130460427536","133447400828","",
"Kosovo","KSV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9677808","17701000","14957490","5328120","15844751","10549690","130279777","8153236","6457672","6339210","6915819","33763167","1464897","1487446","1308546","1038364","1348493","","5982129","9639816","8128742","16285678","","","","84074873","5333902","",
"Latin America & Caribbean (developing only)","LAC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5596631058","7927500648","10992909542","13903598813","18425156152","23701482461","30981469014","39741257589","37504654233","36072274882","35701282424","40114148873","43541388198","47778051583","46481881554","47259595570","41942210169","49364371941","57842158961","56965376326","58521506804","59363626581","",
"Lao PDR","LAO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14516140","13473824","11193218","11049679","14177653","15692174","16995379","26474000","34520000","35101735","37477392","55103881","86790410","278555999","49364422","39298966","41298274","38146559","",
"Liberia","LBR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","383656","1247120","1232431","1904960","1463146","1421425","588858","746375","494323","427949","434603","816168","840080","817725","837429","1845756","2379675","3965900","","","","","","1728467","",
"Latin America & Caribbean (all income levels)","LCN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8312072966","11495327556","14496640113","19093928193","24486680497","31805211823","40790947163","38620497242","36958201745","36751975349","41330218552","45002417036","49485570396","48314275476","50049728759","44043093672","51781009744","60534609662","59630720573","","","",
"Least developed countries: UN classification","LDC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21189167","","47127625","","","","","","","","","","","","","",
"Liechtenstein","LIE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6056445","8040201","18180762","22900854","27889491","","","","","109039078","122746599","76287148","19281819","24619542","61775100","99738087","71512094","108639372","102239678","45502785","56678418","70746485","57823960","69142802","67647675","",
"Lower middle income","LMC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35400908281","29759210252","33420876975","34224067213","38697258180","40250126474","42637847135","46614753187","45697082174","43718106698","39548418519","45092264223","59309806076","","","",
"Low & middle income","LMY","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184180369472","175936575813","200627508573","247483986255","320172971935","385152038250","462006709977","499520780173","518087503934","483299847177","601570431039","669731009386","730676304016","","","",
"Lesotho","LSO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","901662","1195899","1935685","327275","428589","","","","394573","1640095","2229999","139462","18372","","","",
"Lithuania","LTU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4156835","","57751910","57214598","72340653","88376919","74958806","64690540","101977906","133254633","132688400","216177526","253219451","412262108","655735047","1190913025","1457224657","905311029","1190412076","1520145996","1612829473","1782051127","1900957548","",
"Luxembourg","LUX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","958730959","1076675387","1336048713","1097914462","1002393908","1063132018","1230769788","1328907021","1154345644","919140138","888274065","918468404","1106470978","895544462","714838455","642362379","",
"Latvia","LVA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35661077","39208856","45718132","60943450","41831944","39634680","41474136","44883758","51825254","79724617","131307153","159476820","243118219","336672251","407955763","337996402","396246630","560578395","675108657","925175276","1119714939","",
"Macao SAR, China","MAC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26307999","25870991","28881419","32416451","29870448","23081404","36917750","36645302","38956538","15233058","15966447","18387133","17235972","12237377","10953032","9961645","12397535","12671644","16862697","22922705","13198070","0","0","0","","38253","",
"St. Martin (French part)","MAF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52975392","45753827","13355016","8584637","9509015","448261790","604369645","537369655","439527097","572743714","681200151","696365089","708334686","830646958","859085513","771383917","664566954","897323698","860938797","889025706","949971530","869791832","",
"Monaco","MCO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000893","6405291","7136545","47926184","4186905","5192463","4683000","4779830","7690497","8315351","8785285","7801405","10460212","13904627","13236759","8118121","17430573","16874822","24709880","14300836","23886881","",
"Madagascar","MDG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3407052","821551","409633","4392321","779152","612610","1006039","664396","15508010","3829843","2093220","3242745","1675168","1638402","2355958","2738562","4491601","7238885","6830768","9359649","4714064","52026514","1681188","1638370","3961124","",
"Maldives","MDV","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","",
"Middle East & North Africa (all income levels)","MEA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6726206662","7401328928","6334693084","5766805955","6981705341","8119000872","7571868753","9230728725","6303778706","9651999665","10368406399","12066278966","13089210320","12589165404","12962457742","","",
"Mexico","MEX","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1042212656","962212081","1189015497","3688313016","4487544984","6528622363","9352136000","11806799865","15592067852","19230095730","24059491957","31174465509","29734770059","28937633223","28725861281","31955962404","32400251888","35899472030","33482117138","33387187129","31183608848","37657285550","40795383584","44021894972","45418666690","49402709617","",
"Marshall Islands","MHL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184159180305","175917537247","200580380948","247456434763","320139043586","385096624059","461720023057","499398941014","517966282523","483208255976","601499454392","669379871693","730260674888","801715294043","","",
"Macedonia, FYR","MKD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14039453","22603130","11640510","18115914","18349952","6962416","11410012","8847315","10828902","13164212","14995706","15849651","18539167","21225703","","40375847","77129177","123405402","112135680","117522964","122898232","",
"Mali","MLI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172935","136329","369300","905489","1255457","3181124","3250493","1306391","2081143","2361153","2625440","3650261","1540876","","1703594","5021628","2187956","","","",
"Malta","MLT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","446258221","576146723","764480970","631416874","844859686","1073654363","904233910","789988653","1002197701","1066056864","1553186709","1043541366","1028418780","1241756330","1380153285","1156793536","1511533485","1474591983","1340676895","1005297003","1182615533","1309410485","1265236319","1011832290","849241705","",
"Myanmar","MMR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34340","","","","","","","","","","","","","","","","","","41739","","","","","",
"Middle East & North Africa (developing only)","MNA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","797416301","761575448","905528307","1052348773","1240576939","1301899118","1932479554","1572507901","1684175978","1385749916","2633573104","2542528050","","","","",
"Montenegro","MNE","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3502499","2925094","2586252","12154429","5311185","4085156","8705682","4774385","","",
"Mongolia","MNG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483565","1910908","772034","2769190","559535","128925","640448","370407","240779","93905","2653416","6852798","","","","","","22066017","33611478","",
"Northern Mariana Islands","MNP","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189000","886000","2229000","2959146","","599921","2189175","945728","1885932","6547177","8240764","9496128","2751450","14912437","6110726","23755399","549792","71194000","104739005","80780608","43938980","",
"Mauritania","MRT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4508682","4048214","4032847","4957310","8699983","10396802","6806599","8755237","14932993","13465787","12658919","14032030","29370476","72328882","61587899","16148071","360658605","113631176","99614971","21066982","6195501","9742400","10600841","6228178","276502","",
"Malawi","MWI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18212","28293","","","1046539","479984","363503","375432","130741","301727","558734","1279615","71358","210260","676469","2495571","1554722","1250224","1656918","2857374","1231423","4047462","1316458","5416216","6096774","",
"Malaysia","MYS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3732510571","4676491292","6050305410","7951230303","10219630229","13495282897","19166912147","25408874429","26330796170","29501429556","31661692698","39994086879","47025984953","40927596796","43578859112","47370455184","53268141268","57700357985","63493770185","65223947548","42971572907","50971808371","59331817835","61126964506","61228924357","60378253483","63376041042","",
"North America","NAC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85111715516","99639171301","109611305673","116483599779","117489650145","129706353968","144497328076","157864032140","184388633981","193806913929","205224551881","230383198463","203046824134","184619248249","182943045279","197807733215","216088899965","245760995946","244426010719","247795848907","155616891926","169896130521","170655606604","177418712699","177730188584","187195349752","",
"Namibia","NAM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13211596","6009211","8423643","13737513","66193658","161953227","100684073","81971007","19149165","38757633","29720410","42274443","106847183","44037568","83161368","",
"New Caledonia","NCL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4112969","2287605","2608502","2076755","3797641","14607809","3830734","10323896","5512105","4620253","114918541","6153149","160019578","84304913","96524897","136661132","",
"Niger","NER","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151554","220986","353918","161413","619193","1185678","531675","523717","548885","1539763","9393068","10242539","7998788","1994085","4047669","3768111","2544017","2101414","48628117","69108666","",
"Nigeria","NGA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2123200","418458","30709","13055906","331097","204540","1328095","8617110","","","61698021","12042734","18260124","45296900","63044619","38334316","77185633","84049641","139618952","",
"Nicaragua","NIC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1625430","1664539","1005671","971204","1048922","1777175","960405","2316016","2033713","6005955","3069994","5081360","4473270","4714409","5110931","7573723","6761103","5592320","5994074","4344649","7424951","8198780","",
"Netherlands","NLD","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9000158840","10064732596","12853367042","13928337514","16179939830","18141527315","19710513412","26801118676","29829699293","35843006967","35678639752","39909411871","44879171597","38962325108","34098720150","50241414283","60073008423","65910375885","69510358120","67416482908","58127846370","50765250646","59509788717","67147867601","63963116660","69039551874","70308349003","",
"High income: nonOECD","NOC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147217830713","120969016269","126821463408","144235351116","174522950226","","229823909897","","","","","","","","","",
"Norway","NOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","999844844","961944358","1263716092","1155602517","1322814427","1176130910","1252695816","1508325684","1585381130","1714667568","1876042597","1907582464","1854538306","2224095768","2640338065","2403802328","2689936524","2798633966","3338449628","3584084836","4264421285","3807911617","3834172996","4510799186","4506303030","4818883360","5208376522","",
"Nepal","NPL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10266764","","","","8236","1050","52184","","","590450","","","","","","2435963","3566817","1916543","778302","1768386","1058351","",
"New Zealand","NZL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71356655","86573252","92511969","108939010","124535586","141387614","210838678","278355857","293925165","367639149","467905646","610597632","377486916","370010851","390220319","474177763","566383135","603216320","590444494","603307391","584484821","472594061","547784792","661395978","709174190","723215367","644639540","",
"High income: OECD","OEC","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203907866167","298382555946","342352508474","370177803532","395606895049","397575419328","455630054378","551769114273","568898000272","630408491878","659241993283","727581717106","829811466396","754907892783","741090163636","800637736862","937145348753","1011776164523","1135736846313","1056940113328","1103162571163","896713038815","1039359405127","1130174223898","1120426980421","1151257818237","1180112889731","",
"OECD members","OED","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299558628250","343421508110","371456218826","399418572735","402210661500","462376124184","561314904476","580979912519","646424391801","678926136650","752512188663","862063506444","785633510656","770564236207","830126777774","970112151693","1045058263302","1172917580011","1092066137948","1138229482393","929255890484","1078730527730","1172891007657","1166427906021","1198853393176","1231863979658","",
"Oman","OMN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7690922","33625955","41836162","51652467","28183956","52765958","55153532","36862767","53091349","107572599","110692191","117601232","41978321","41435579","36471296","18322687","3760365","2228193","3409703","7513179","18079322","6950754","18747197","137151352","167104202","159946807","230872191","",
"Other small states","OSS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168664900","224828493","563137694","","","","","","","","","",
"Pakistan","PAK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3113504","1252998","1938392","4108858","","2773677","2523708","6522592","8087982","21933998","29995547","23149845","56799086","121914599","120554724","179795879","197887409","189482047","270489462","226813073","262070065","316365305","309016315","348751224","259253378","",
"Panama","PAN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3223842","2950890","3388892","2272738","1592928","1510123","2321319","1725173","1203638","2054564","858046","1220256","2743362","1108997","900026","696667","4769250391","464507","50963","231391","",
"Peru","PER","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7271073","7576866","15198952","17766712","48593534","45914701","45903291","45184476","50834817","54483648","33304281","39454385","57421038","78988129","75269711","84392781","113493474","113547613","253239885","306912151","185157921","177875931","185817380","",
"Philippines","PHL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2003826037","1111128055","1413760829","1811180663","2471030199","9942599252","14367156160","19044395918","24175397321","25255816101","21025886575","23880908253","23955318370","25869410149","26019715020","27653464668","29526159013","26889303346","21525688076","16071867452","12949169027","20795049384","21810356356","23839225492","",
"Palau","PLW","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166122","","1102773","",
"Papua New Guinea","PNG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33758608","","10895186","38456809","12583204","47665157","70850283","","","","","","","65439337","15582279","","","",
"Poland","POL","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268087000","257493000","285125000","418829001","527785003","490635199","641687000","557414000","834121000","906441000","950788000","1336721000","1989231014","2645317949","3225078654","3370639621","5906529876","6626950220","8304806900","8613651552","9559858495","12220494770","14487253098","",
"Puerto Rico","PRI","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343563398","448824547","543657886","489959408","542421793","340255692","538825399","996129912","812640868","817717777","826732783","1016354149","1291624925","1622596398","1601168874","2321708814","2701050865","2746308535","3096152853","3341480546","3387823077","1387080033","1297075534","1644726715","1774888298","1964368104","2085363040","",
