Turkey,Europe,75728009963,87172789528,90852814005,107000000000,151000000000,150000000000,158000000000,180000000000,131000000000,169000000000,181000000000,190000000000,269000000000,250000000000,267000000000,196000000000,233000000000,303000000000,392000000000,483000000000,531000000000,647000000000,730000000000,615000000000,731000000000,775000000000,116881.958,129907.142,126309.815,139316.664,145858.592,148619.843,153108.251,159136.799,156848.591,171974.966,188205.108,198535.047,200614.236,196771.22,216151.315,194552.685,205685.697,218523.864,225421.491,237390.579,261614.781,284658.209,285274.265,277844.923,298002.422,320840.498,12.5021114,12.57500357,12.64789574,12.72078791,12.79368008,12.86657225,12.93946442,13.01235659,13.08524876,13.15814092,13.23103309,13.35550849,13.47998389,13.60445929,13.72893468,13.85341008,13.99399712,14.13458415,14.27517119,14.41575822,14.55634526,14.6893962,14.82244715,14.9554981,15.22159999,15.22159999,1.213969632,0.999972331,1.175220658,1.339299275,1.655497017,1.205811734,1.607365563,2.144679451,2.182560835,4.140513781,4.825745722,3.871274757,1.789857537,1.932463938,1.896813609,1.474042955,1.853989329,1.89332192,1.61597004,1.737729868,1.934102429,1.83861323,1.829143764,1.878077317,1.935369585,1.992661853,53994605,54909508,55811134,56707454,57608769,58522320,59451488,60394104,61344874,62295617,63240157,64182694,65125766,66060121,66973561,67860617,68704721,69515492,70344357,71261307,72310416,73199372,74099255,75010202,75932348,76854494
Finland,Europe,73586676050,91642093873,109000000000,119000000000,142000000000,128000000000,113000000000,89255751015,103000000000,134000000000,132000000000,127000000000,134000000000,135000000000,126000000000,129000000000,140000000000,171000000000,197000000000,204000000000,217000000000,255000000000,284000000000,251000000000,248000000000,274000000000,53329.181,57656.241,52185.077,52584.78,51745.037,53699.548,47472.982,50402.915,57223.535,52713.125,61282.904,59933.448,56988.847,55423.038,52427.099,57051.186,61682.607,69130.284,67091.432,54645.634,66200.351,63985.483,56596.478,53167.833,61843.955,54766.645,71.81785351,72.00499031,72.19212712,72.37926393,72.56640074,72.75353754,72.94067435,73.12781116,73.31494796,73.50208477,73.68922158,73.49092222,73.29262287,73.09432352,72.89602416,72.69772481,72.86179343,72.91591305,73.01085884,73.06021718,73.10957552,73.11198131,73.11198131,73.11198131,73.11198131,73.11198131,36.44466,39.89389,40.54177,44.79652,47.50311,50.65898,54.14704,55.71437,57.01659,59.06706,60.89938,62.79495,60.9493,60.62664,56.54326,56.87615,56.89331,58.07082,45.21033,49.38404,48.142,49.90866,45.15697,45.28922,46.99437,47.1824,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5484052
Iceland,Europe,4022192404,5565384032,6156487920,5718878002,6521544489,6966138526,7138787995,6269347503,6441621298,7181787874,7501950116,7596126046,8468339856,8928185824,8924735423,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,1785.829,1851.835,1848.168,1903.173,1998.515,1767.494,1818.832,1976.513,2009.516,1947.177,2211.201,2104.858,2101.191,2068.188,2163.53,2101.191,2170.864,2167.197,2233.203,2203.867,2277.207,2310.21,2119.526,2053.52,1961.845,1881.171,0.159600998,0.173266833,0.185935162,0.198603491,0.21127182,0.22394015,0.236608479,0.249276808,0.261945137,0.274613466,0.289276808,0.302643392,0.318004988,0.333366584,0.34872818,0.369077307,0.376458853,0.38882793,0.401197007,0.413566085,0.428927681,0.438902743,0.451870324,0.464837905,0.488778055,0.488778055,10.01254138,1.947317793,3.718243445,4.347914067,21.1336807,16.53203788,19.918246,19.93482971,20.45083847,16.60909962,12.85538733,10.10486459,12.00542838,13.64233689,14.04176464,33.96827921,46.88047286,60.66346169,40.74828151,31.44598071,21.00093641,20.85931678,14.32770111,15.47483325,16.93751222,18.40019119,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,331008
Spain,Europe,251000000000,318000000000,375000000000,414000000000,535000000000,576000000000,629000000000,524000000000,529000000000,613000000000,641000000000,589000000000,617000000000,633000000000,595000000000,626000000000,705000000000,907000000000,1070000000000,1160000000000,1260000000000,1480000000000,1630000000000,1500000000000,1430000000000,1490000000000,190467.647,190878.351,199033.759,226671.938,218597.204,225634.177,233921.597,219253.597,233404.55,241611.296,233305.541,252073.247,261541.441,282355.333,294434.431,297830.073,314518.59,321097.188,339428.521,353462.13,350037.152,358236.564,329281.932,288237.201,270881.29,270675.938,27.64896684,28.28415826,28.91834855,29.55255887,30.18674916,30.82095947,31.45514977,32.08936008,32.72355038,33.35776069,34.02204409,34.17710423,34.26378647,34.37437151,34.49869786,34.62702118,35.02166419,35.3992707,35.80825982,36.20539045,36.49327013,36.57143714,36.61556146,36.68379281,36.82053538,36.82053538,6.717627934,7.809727511,7.445371449,8.309750461,8.401850844,7.271118933,7.604058764,7.008844654,6.957352483,7.865609384,7.986523656,7.765300974,7.216591247,7.489004231,7.25923021,7.261086496,6.382451285,5.107331614,5.305988783,6.231276919,6.357351118,6.467231061,6.992752484,7.666208168,6.997040848,6.327873528,38850435,38939049,39067745,39189400,39294967,39387017,39478186,39582413,39721108,39926268,40263216,40756001,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46476032,46332019
Italy,Europe,639000000000,803000000000,889000000000,926000000000,1180000000000,1240000000000,1320000000000,1060000000000,1100000000000,1170000000000,1310000000000,1240000000000,1270000000000,1250000000000,1140000000000,1160000000000,1270000000000,1570000000000,1800000000000,1850000000000,1940000000000,2200000000000,2390000000000,2190000000000,2130000000000,2280000000000,366454.311,383670.876,389780.098,408907.17,417550.289,423894.199,420535.227,411917.777,407378.031,430483.798,425830.375,430487.465,440153.677,441998.178,450564.29,450347.937,452610.476,468349.24,473970.751,473384.031,469346.664,462676.391,447186.983,401591.505,405361.181,397994.178,25.80667097,26.07153786,26.33640475,26.60127163,26.86613852,27.13100541,27.39587229,27.66073918,27.92560607,28.19047295,28.45533984,28.72054673,28.98575363,29.24797715,29.513157,29.77833685,29.96124295,30.14414904,30.32705514,30.50996124,30.69286734,30.87577344,31.05867954,31.24158564,31.60739784,31.60739784,7.79216176,8.197955649,8.553828263,8.579600669,8.377354972,8.130175681,7.895128437,7.614187477,8.094086137,8.283270321,9.476507205,9.564153967,9.190759209,8.025630617,8.037390502,7.980529645,7.334807392,6.264342095,6.404881289,7.468910189,7.243133472,7.366202698,7.071247855,7.244384051,7.239863171,7.235342291,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,61344332
United States,North America,4590000000000,4870000000000,5250000000000,5660000000000,5980000000000,6170000000000,6540000000000,6880000000000,7310000000000,7660000000000,8100000000000,8610000000000,9090000000000,9660000000000,10300000000000,10600000000000,11000000000000,11500000000000,12300000000000,13100000000000,13900000000000,14500000000000,14700000000000,14400000000000,15000000000000,15500000000000,4495463.308,4688373.177,4892526.068,4955081.421,4823557.132,4822383.692,4911103.09,5032931.831,5098475.789,5138009.716,5260696.535,5375235.28,5410918.857,5510430.236,5701829.301,5601404.839,5648727.474,5679222.246,5763456.903,5795161.785,5703871.82,5794923.43,5622464.42,5274132.423,5408869.004,5305569.614,33.02230821,33.03416545,33.04602269,33.05787993,33.06973718,33.08159442,33.09345166,33.1053089,33.11716614,33.12902338,33.13017359,33.15682739,33.18348119,33.21013499,33.2367888,33.2634426,33.34995285,33.4364631,33.57611217,33.66275955,33.74940694,33.77947006,33.80953318,33.8395963,33.89972254,33.89972254,32.52996733,32.40150439,32.56328763,31.4651345,30.99909101,30.30063758,30.75878968,31.72874829,33.21589023,34.25823054,33.78761058,32.5915242,31.75945204,30.82052135,30.27626713,29.90198855,30.05699929,27.2226646,25.92033217,21.48768979,19.96801385,18.10568304,17.77688509,17.81869687,18.22938292,18.64006897,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309347057,311721632,314112078,316497531,318857056,321216581
Canada,North America,376000000000,429000000000,506000000000,564000000000,592000000000,608000000000,590000000000,575000000000,576000000000,602000000000,627000000000,651000000000,631000000000,674000000000,739000000000,733000000000,753000000000,888000000000,1020000000000,1160000000000,1310000000000,1460000000000,1540000000000,1370000000000,1610000000000,1790000000000,405053.153,431349.21,456053.789,463274.112,435181.225,426780.128,440608.385,445665.178,456955.871,467527.832,479463.917,494601.293,506456.704,515462.856,534483.585,527926.989,519335.208,553185.285,552349.209,563071.517,550233.35,560801.644,544105.793,507424.792,496104.763,485463.129,38.29907264,38.29389312,38.2887136,38.28353408,38.27835456,38.27317504,38.26799553,38.26281601,38.25763649,38.25245697,38.24727745,38.24230688,38.2373363,38.23236572,38.22739514,38.22242456,38.21639829,38.21037201,38.20434574,38.19831946,38.19229318,38.18716865,38.18204412,38.17691958,38.16667052,38.16667052,13.75593582,15.9147325,14.89629768,13.93698098,13.81223138,14.98592861,15.82917166,15.54943269,15.55952168,14.95138062,19.59713773,16.64650348,14.19283221,13.72987327,12.09374088,13.08441299,13.34499585,12.75221945,13.60045257,16.25767275,14.04658137,13.42582088,13.78350409,14.08609928,14.84973362,15.61336796,27791000,28171682,28519597,28833410,29111906,29354000,29671900,29987200,30247900,30499200,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,33245773,33628571,34005274,34342780,34751476,35155499,35543658,35931817
Australia,Oceania,182000000000,189000000000,236000000000,299000000000,311000000000,326000000000,325000000000,312000000000,323000000000,368000000000,401000000000,436000000000,399000000000,389000000000,415000000000,378000000000,394000000000,466000000000,613000000000,693000000000,747000000000,853000000000,1050000000000,927000000000,1140000000000,1390000000000,239964.813,256106.947,261145.405,277771.583,263847.984,261574.444,268068.701,277478.223,278204.289,281940.962,302241.474,305838.801,316964.479,325380.244,329479.95,324877.865,341390.366,336355.575,342776.492,350268.173,357946.871,363795.736,376197.53,382464.433,368170.467,369039.546,16.73209846,16.73600354,16.73990862,16.7438137,16.74771878,16.75162386,16.75552894,16.75943402,16.7633391,16.76724418,16.77114927,16.73990862,16.70866798,16.67742733,16.64618669,16.61494604,16.499616,16.38428596,16.26895591,16.15362587,16.03829582,16.07838798,16.11848014,16.1585723,16.23875662,16.23875662,32.16239,32.52997,32.4015,32.56329,31.46513,30.99909,30.30064,30.75879,31.72875,33.21589,34.25823,33.78761,32.59152,31.75945,30.82052,30.27627,29.90199,30.057,27.22266,25.92033,21.48769,19.96801,18.10568,17.77689,17.8187,18.22938,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22728254,23117353,23470118,23822883
New Zealand,Oceania,30604769011,40376351903,45176536361,43920193525,45495167573,42745381443,41649908337,46775537913,55314476525,63918404822,70141103302,66075101935,56227301279,58762345633,52623101831,53872573916,66711700380,88361029620,104000000000,115000000000,111000000000,137000000000,132000000000,120000000000,145000000000,166000000000,22893.081,24110.525,25397.642,25404.976,23663.151,24176.531,25129.951,26904.779,26387.732,27146.801,28767.615,30971.482,29952.056,32716.974,32896.657,34510.137,33201.018,33938.085,34759.493,33919.75,33553.05,33648.392,34268.115,32320.938,31748.886,31231.839,36.67919942,36.86187384,37.04454825,37.22722267,37.40989708,37.59257149,37.77524591,37.95792032,38.14059474,38.32326915,38.50594356,38.53936425,38.57278493,38.60620561,38.6396263,38.67304698,38.64874103,38.62443508,38.60012913,38.57582317,38.55151722,38.55227678,38.55303634,38.55379591,38.55531503,38.55531503,4.429282379,4.762226947,5.25105677,5.39774213,6.289666411,7.293276907,7.456100457,9.165930819,12.28068047,15.16199047,9.66482301,9.352565046,9.38056797,9.552768031,9.572334264,10.19057811,10.32368543,9.083276997,8.468855488,8.938252769,9.003039589,9.305350251,9.787714794,10.25362493,9.110550748,9.110550748,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4577300
Fiji,Oceania,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774537140,605.055,476.71,553.717,630.724,817.741,674.728,722.399,762.736,817.741,869.079,894.748,737.067,704.064,803.073,865.412,1114.768,836.076,861.745,1133.103,1364.124,1360.457,1202.776,1078.098,847.077,1294.451,1235.779,52.16201423,52.30706076,52.45812808,52.60864806,52.75971538,52.91023536,53.06075534,53.21182266,53.36234264,53.51340996,53.63984674,53.84783799,54.03229338,54.21620142,54.40065681,54.57033388,54.53694581,54.48877942,54.44116037,54.39354132,54.35139573,54.61193213,54.87794198,55.14395183,55.66502463,55.66502463,11.58913852,0.785088018,9.543075496,0.903471073,0.950362753,0.827065867,1.155029231,1.205093588,1.207742867,1.195617816,0.333878322,2.466882689,1.405351015,1.218339983,1.147117612,3.114002057,2.427163318,4.405080334,3.080455675,4.478749667,3.397180525,3.537584773,2.053070604,2.215386203,2.078431182,2.078431182,728626,735469,744534,755024,765666,775498,784479,792859,800314,806494,811223,814215,815691,816626,818355,821820,827390,834729,843206,851854,859952,867327,874158,880487,886450,892413
